,File_Path,Filename,Dataset,Class,Hive,Stratify_Key
544,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____08_40_00.wav,Hive3_14_07_2017_NO_QueenBee____08_40_00.wav,Hive3_14_07_2017,Queenless,Hive3,
545,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____08_50_00.wav,Hive3_14_07_2017_NO_QueenBee____08_50_00.wav,Hive3_14_07_2017,Queenless,Hive3,
546,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____09_00_00.wav,Hive3_14_07_2017_NO_QueenBee____09_00_00.wav,Hive3_14_07_2017,Queenless,Hive3,
547,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____09_10_00.wav,Hive3_14_07_2017_NO_QueenBee____09_10_00.wav,Hive3_14_07_2017,Queenless,Hive3,
548,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____09_20_00.wav,Hive3_14_07_2017_NO_QueenBee____09_20_00.wav,Hive3_14_07_2017,Queenless,Hive3,
549,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____09_30_00.wav,Hive3_14_07_2017_NO_QueenBee____09_30_00.wav,Hive3_14_07_2017,Queenless,Hive3,
550,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____09_40_00.wav,Hive3_14_07_2017_NO_QueenBee____09_40_00.wav,Hive3_14_07_2017,Queenless,Hive3,
551,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____09_50_00.wav,Hive3_14_07_2017_NO_QueenBee____09_50_00.wav,Hive3_14_07_2017,Queenless,Hive3,
552,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____10_00_00.wav,Hive3_14_07_2017_NO_QueenBee____10_00_00.wav,Hive3_14_07_2017,Queenless,Hive3,
553,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____10_10_00.wav,Hive3_14_07_2017_NO_QueenBee____10_10_00.wav,Hive3_14_07_2017,Queenless,Hive3,
554,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____10_20_00.wav,Hive3_14_07_2017_NO_QueenBee____10_20_00.wav,Hive3_14_07_2017,Queenless,Hive3,
555,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____10_30_00.wav,Hive3_14_07_2017_NO_QueenBee____10_30_00.wav,Hive3_14_07_2017,Queenless,Hive3,
556,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____10_40_00.wav,Hive3_14_07_2017_NO_QueenBee____10_40_00.wav,Hive3_14_07_2017,Queenless,Hive3,
557,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____10_50_00.wav,Hive3_14_07_2017_NO_QueenBee____10_50_00.wav,Hive3_14_07_2017,Queenless,Hive3,
558,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____11_00_00.wav,Hive3_14_07_2017_NO_QueenBee____11_00_00.wav,Hive3_14_07_2017,Queenless,Hive3,
559,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____11_10_00.wav,Hive3_14_07_2017_NO_QueenBee____11_10_00.wav,Hive3_14_07_2017,Queenless,Hive3,
560,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____11_20_00.wav,Hive3_14_07_2017_NO_QueenBee____11_20_00.wav,Hive3_14_07_2017,Queenless,Hive3,
561,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____11_30_00.wav,Hive3_14_07_2017_NO_QueenBee____11_30_00.wav,Hive3_14_07_2017,Queenless,Hive3,
562,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____11_40_00.wav,Hive3_14_07_2017_NO_QueenBee____11_40_00.wav,Hive3_14_07_2017,Queenless,Hive3,
563,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____11_50_00.wav,Hive3_14_07_2017_NO_QueenBee____11_50_00.wav,Hive3_14_07_2017,Queenless,Hive3,
564,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____12_00_00.wav,Hive3_14_07_2017_NO_QueenBee____12_00_00.wav,Hive3_14_07_2017,Queenless,Hive3,
565,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____12_10_00.wav,Hive3_14_07_2017_NO_QueenBee____12_10_00.wav,Hive3_14_07_2017,Queenless,Hive3,
566,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____12_20_00.wav,Hive3_14_07_2017_NO_QueenBee____12_20_00.wav,Hive3_14_07_2017,Queenless,Hive3,
567,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____12_30_00.wav,Hive3_14_07_2017_NO_QueenBee____12_30_00.wav,Hive3_14_07_2017,Queenless,Hive3,
568,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____12_40_00.wav,Hive3_14_07_2017_NO_QueenBee____12_40_00.wav,Hive3_14_07_2017,Queenless,Hive3,
569,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____12_50_00.wav,Hive3_14_07_2017_NO_QueenBee____12_50_00.wav,Hive3_14_07_2017,Queenless,Hive3,
570,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____13_00_00.wav,Hive3_14_07_2017_NO_QueenBee____13_00_00.wav,Hive3_14_07_2017,Queenless,Hive3,
571,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____13_10_00.wav,Hive3_14_07_2017_NO_QueenBee____13_10_00.wav,Hive3_14_07_2017,Queenless,Hive3,
572,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____13_20_00.wav,Hive3_14_07_2017_NO_QueenBee____13_20_00.wav,Hive3_14_07_2017,Queenless,Hive3,
573,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____13_30_00.wav,Hive3_14_07_2017_NO_QueenBee____13_30_00.wav,Hive3_14_07_2017,Queenless,Hive3,
574,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____13_40_00.wav,Hive3_14_07_2017_NO_QueenBee____13_40_00.wav,Hive3_14_07_2017,Queenless,Hive3,
575,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____13_50_00.wav,Hive3_14_07_2017_NO_QueenBee____13_50_00.wav,Hive3_14_07_2017,Queenless,Hive3,
576,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____14_00_00.wav,Hive3_14_07_2017_NO_QueenBee____14_00_00.wav,Hive3_14_07_2017,Queenless,Hive3,
577,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____14_10_00.wav,Hive3_14_07_2017_NO_QueenBee____14_10_00.wav,Hive3_14_07_2017,Queenless,Hive3,
578,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____14_20_00.wav,Hive3_14_07_2017_NO_QueenBee____14_20_00.wav,Hive3_14_07_2017,Queenless,Hive3,
579,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____14_30_00.wav,Hive3_14_07_2017_NO_QueenBee____14_30_00.wav,Hive3_14_07_2017,Queenless,Hive3,
580,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____14_40_00.wav,Hive3_14_07_2017_NO_QueenBee____14_40_00.wav,Hive3_14_07_2017,Queenless,Hive3,
581,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____14_50_00.wav,Hive3_14_07_2017_NO_QueenBee____14_50_00.wav,Hive3_14_07_2017,Queenless,Hive3,
582,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____15_00_00.wav,Hive3_14_07_2017_NO_QueenBee____15_00_00.wav,Hive3_14_07_2017,Queenless,Hive3,
583,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____15_10_00.wav,Hive3_14_07_2017_NO_QueenBee____15_10_00.wav,Hive3_14_07_2017,Queenless,Hive3,
584,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____15_20_00.wav,Hive3_14_07_2017_NO_QueenBee____15_20_00.wav,Hive3_14_07_2017,Queenless,Hive3,
585,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____15_30_00.wav,Hive3_14_07_2017_NO_QueenBee____15_30_00.wav,Hive3_14_07_2017,Queenless,Hive3,
586,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____15_40_00.wav,Hive3_14_07_2017_NO_QueenBee____15_40_00.wav,Hive3_14_07_2017,Queenless,Hive3,
587,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____15_50_00.wav,Hive3_14_07_2017_NO_QueenBee____15_50_00.wav,Hive3_14_07_2017,Queenless,Hive3,
588,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____16_00_00.wav,Hive3_14_07_2017_NO_QueenBee____16_00_00.wav,Hive3_14_07_2017,Queenless,Hive3,
589,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____16_10_00.wav,Hive3_14_07_2017_NO_QueenBee____16_10_00.wav,Hive3_14_07_2017,Queenless,Hive3,
590,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____16_20_00.wav,Hive3_14_07_2017_NO_QueenBee____16_20_00.wav,Hive3_14_07_2017,Queenless,Hive3,
591,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____16_30_00.wav,Hive3_14_07_2017_NO_QueenBee____16_30_00.wav,Hive3_14_07_2017,Queenless,Hive3,
592,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____16_40_00.wav,Hive3_14_07_2017_NO_QueenBee____16_40_00.wav,Hive3_14_07_2017,Queenless,Hive3,
593,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____16_50_00.wav,Hive3_14_07_2017_NO_QueenBee____16_50_00.wav,Hive3_14_07_2017,Queenless,Hive3,
594,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____17_00_00.wav,Hive3_14_07_2017_NO_QueenBee____17_00_00.wav,Hive3_14_07_2017,Queenless,Hive3,
595,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____17_10_00.wav,Hive3_14_07_2017_NO_QueenBee____17_10_00.wav,Hive3_14_07_2017,Queenless,Hive3,
596,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____17_20_00.wav,Hive3_14_07_2017_NO_QueenBee____17_20_00.wav,Hive3_14_07_2017,Queenless,Hive3,
597,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____17_30_00.wav,Hive3_14_07_2017_NO_QueenBee____17_30_00.wav,Hive3_14_07_2017,Queenless,Hive3,
598,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____17_40_00.wav,Hive3_14_07_2017_NO_QueenBee____17_40_00.wav,Hive3_14_07_2017,Queenless,Hive3,
599,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____17_50_00.wav,Hive3_14_07_2017_NO_QueenBee____17_50_00.wav,Hive3_14_07_2017,Queenless,Hive3,
600,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____18_00_00.wav,Hive3_14_07_2017_NO_QueenBee____18_00_00.wav,Hive3_14_07_2017,Queenless,Hive3,
601,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____18_10_00.wav,Hive3_14_07_2017_NO_QueenBee____18_10_00.wav,Hive3_14_07_2017,Queenless,Hive3,
602,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____18_20_00.wav,Hive3_14_07_2017_NO_QueenBee____18_20_00.wav,Hive3_14_07_2017,Queenless,Hive3,
603,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____18_30_00.wav,Hive3_14_07_2017_NO_QueenBee____18_30_00.wav,Hive3_14_07_2017,Queenless,Hive3,
604,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____18_40_00.wav,Hive3_14_07_2017_NO_QueenBee____18_40_00.wav,Hive3_14_07_2017,Queenless,Hive3,
605,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____18_50_00.wav,Hive3_14_07_2017_NO_QueenBee____18_50_00.wav,Hive3_14_07_2017,Queenless,Hive3,
606,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____19_00_00.wav,Hive3_14_07_2017_NO_QueenBee____19_00_00.wav,Hive3_14_07_2017,Queenless,Hive3,
607,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____19_10_00.wav,Hive3_14_07_2017_NO_QueenBee____19_10_00.wav,Hive3_14_07_2017,Queenless,Hive3,
608,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____19_20_00.wav,Hive3_14_07_2017_NO_QueenBee____19_20_00.wav,Hive3_14_07_2017,Queenless,Hive3,
609,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____19_30_00.wav,Hive3_14_07_2017_NO_QueenBee____19_30_00.wav,Hive3_14_07_2017,Queenless,Hive3,
610,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____19_40_00.wav,Hive3_14_07_2017_NO_QueenBee____19_40_00.wav,Hive3_14_07_2017,Queenless,Hive3,
611,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____19_50_00.wav,Hive3_14_07_2017_NO_QueenBee____19_50_00.wav,Hive3_14_07_2017,Queenless,Hive3,
612,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____20_00_00.wav,Hive3_14_07_2017_NO_QueenBee____20_00_00.wav,Hive3_14_07_2017,Queenless,Hive3,
613,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____20_10_00.wav,Hive3_14_07_2017_NO_QueenBee____20_10_00.wav,Hive3_14_07_2017,Queenless,Hive3,
614,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____20_20_00.wav,Hive3_14_07_2017_NO_QueenBee____20_20_00.wav,Hive3_14_07_2017,Queenless,Hive3,
615,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____20_30_00.wav,Hive3_14_07_2017_NO_QueenBee____20_30_00.wav,Hive3_14_07_2017,Queenless,Hive3,
616,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____20_40_00.wav,Hive3_14_07_2017_NO_QueenBee____20_40_00.wav,Hive3_14_07_2017,Queenless,Hive3,
617,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____20_50_00.wav,Hive3_14_07_2017_NO_QueenBee____20_50_00.wav,Hive3_14_07_2017,Queenless,Hive3,
618,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____21_00_00.wav,Hive3_14_07_2017_NO_QueenBee____21_00_00.wav,Hive3_14_07_2017,Queenless,Hive3,
619,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____21_10_00.wav,Hive3_14_07_2017_NO_QueenBee____21_10_00.wav,Hive3_14_07_2017,Queenless,Hive3,
620,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____21_20_00.wav,Hive3_14_07_2017_NO_QueenBee____21_20_00.wav,Hive3_14_07_2017,Queenless,Hive3,
621,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____21_30_00.wav,Hive3_14_07_2017_NO_QueenBee____21_30_00.wav,Hive3_14_07_2017,Queenless,Hive3,
622,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____21_40_00.wav,Hive3_14_07_2017_NO_QueenBee____21_40_00.wav,Hive3_14_07_2017,Queenless,Hive3,
623,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____21_50_00.wav,Hive3_14_07_2017_NO_QueenBee____21_50_00.wav,Hive3_14_07_2017,Queenless,Hive3,
624,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____22_00_00.wav,Hive3_14_07_2017_NO_QueenBee____22_00_00.wav,Hive3_14_07_2017,Queenless,Hive3,
625,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____22_10_00.wav,Hive3_14_07_2017_NO_QueenBee____22_10_00.wav,Hive3_14_07_2017,Queenless,Hive3,
626,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____22_20_00.wav,Hive3_14_07_2017_NO_QueenBee____22_20_00.wav,Hive3_14_07_2017,Queenless,Hive3,
627,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____22_30_00.wav,Hive3_14_07_2017_NO_QueenBee____22_30_00.wav,Hive3_14_07_2017,Queenless,Hive3,
628,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____22_40_00.wav,Hive3_14_07_2017_NO_QueenBee____22_40_00.wav,Hive3_14_07_2017,Queenless,Hive3,
629,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____22_50_00.wav,Hive3_14_07_2017_NO_QueenBee____22_50_00.wav,Hive3_14_07_2017,Queenless,Hive3,
630,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____23_00_00.wav,Hive3_14_07_2017_NO_QueenBee____23_00_00.wav,Hive3_14_07_2017,Queenless,Hive3,
631,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____23_10_00.wav,Hive3_14_07_2017_NO_QueenBee____23_10_00.wav,Hive3_14_07_2017,Queenless,Hive3,
632,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____23_20_00.wav,Hive3_14_07_2017_NO_QueenBee____23_20_00.wav,Hive3_14_07_2017,Queenless,Hive3,
633,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____23_30_00.wav,Hive3_14_07_2017_NO_QueenBee____23_30_00.wav,Hive3_14_07_2017,Queenless,Hive3,
634,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____23_40_00.wav,Hive3_14_07_2017_NO_QueenBee____23_40_00.wav,Hive3_14_07_2017,Queenless,Hive3,
635,dataset\zenodo\Hive3_14_07_2017\Hive3_14_07_2017_NO_QueenBee____23_50_00.wav,Hive3_14_07_2017_NO_QueenBee____23_50_00.wav,Hive3_14_07_2017,Queenless,Hive3,
636,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____00_00_00.wav,Hive3_28_07_2017_QueenBee____00_00_00.wav,Hive3_28_07_2017,Active,Hive3,
637,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____00_10_00.wav,Hive3_28_07_2017_QueenBee____00_10_00.wav,Hive3_28_07_2017,Active,Hive3,
638,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____00_20_00.wav,Hive3_28_07_2017_QueenBee____00_20_00.wav,Hive3_28_07_2017,Active,Hive3,
639,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____00_30_00.wav,Hive3_28_07_2017_QueenBee____00_30_00.wav,Hive3_28_07_2017,Active,Hive3,
640,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____00_40_00.wav,Hive3_28_07_2017_QueenBee____00_40_00.wav,Hive3_28_07_2017,Active,Hive3,
641,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____00_50_00.wav,Hive3_28_07_2017_QueenBee____00_50_00.wav,Hive3_28_07_2017,Active,Hive3,
642,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____01_00_00.wav,Hive3_28_07_2017_QueenBee____01_00_00.wav,Hive3_28_07_2017,Active,Hive3,
643,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____01_10_00.wav,Hive3_28_07_2017_QueenBee____01_10_00.wav,Hive3_28_07_2017,Active,Hive3,
644,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____01_20_00.wav,Hive3_28_07_2017_QueenBee____01_20_00.wav,Hive3_28_07_2017,Active,Hive3,
645,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____01_30_00.wav,Hive3_28_07_2017_QueenBee____01_30_00.wav,Hive3_28_07_2017,Active,Hive3,
646,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____01_40_00.wav,Hive3_28_07_2017_QueenBee____01_40_00.wav,Hive3_28_07_2017,Active,Hive3,
647,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____01_50_00.wav,Hive3_28_07_2017_QueenBee____01_50_00.wav,Hive3_28_07_2017,Active,Hive3,
648,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____02_00_00.wav,Hive3_28_07_2017_QueenBee____02_00_00.wav,Hive3_28_07_2017,Active,Hive3,
649,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____02_10_00.wav,Hive3_28_07_2017_QueenBee____02_10_00.wav,Hive3_28_07_2017,Active,Hive3,
650,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____02_20_00.wav,Hive3_28_07_2017_QueenBee____02_20_00.wav,Hive3_28_07_2017,Active,Hive3,
651,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____02_30_00.wav,Hive3_28_07_2017_QueenBee____02_30_00.wav,Hive3_28_07_2017,Active,Hive3,
652,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____02_40_00.wav,Hive3_28_07_2017_QueenBee____02_40_00.wav,Hive3_28_07_2017,Active,Hive3,
653,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____02_50_00.wav,Hive3_28_07_2017_QueenBee____02_50_00.wav,Hive3_28_07_2017,Active,Hive3,
654,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____03_00_00.wav,Hive3_28_07_2017_QueenBee____03_00_00.wav,Hive3_28_07_2017,Active,Hive3,
655,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____03_10_00.wav,Hive3_28_07_2017_QueenBee____03_10_00.wav,Hive3_28_07_2017,Active,Hive3,
656,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____03_20_00.wav,Hive3_28_07_2017_QueenBee____03_20_00.wav,Hive3_28_07_2017,Active,Hive3,
657,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____03_30_00.wav,Hive3_28_07_2017_QueenBee____03_30_00.wav,Hive3_28_07_2017,Active,Hive3,
658,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____03_40_00.wav,Hive3_28_07_2017_QueenBee____03_40_00.wav,Hive3_28_07_2017,Active,Hive3,
659,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____03_50_00.wav,Hive3_28_07_2017_QueenBee____03_50_00.wav,Hive3_28_07_2017,Active,Hive3,
660,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____04_00_00.wav,Hive3_28_07_2017_QueenBee____04_00_00.wav,Hive3_28_07_2017,Active,Hive3,
661,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____04_10_00.wav,Hive3_28_07_2017_QueenBee____04_10_00.wav,Hive3_28_07_2017,Active,Hive3,
662,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____04_20_00.wav,Hive3_28_07_2017_QueenBee____04_20_00.wav,Hive3_28_07_2017,Active,Hive3,
663,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____04_30_00.wav,Hive3_28_07_2017_QueenBee____04_30_00.wav,Hive3_28_07_2017,Active,Hive3,
664,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____04_40_00.wav,Hive3_28_07_2017_QueenBee____04_40_00.wav,Hive3_28_07_2017,Active,Hive3,
665,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____04_50_00.wav,Hive3_28_07_2017_QueenBee____04_50_00.wav,Hive3_28_07_2017,Active,Hive3,
666,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____05_00_00.wav,Hive3_28_07_2017_QueenBee____05_00_00.wav,Hive3_28_07_2017,Active,Hive3,
667,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____05_10_00.wav,Hive3_28_07_2017_QueenBee____05_10_00.wav,Hive3_28_07_2017,Active,Hive3,
668,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____05_20_00.wav,Hive3_28_07_2017_QueenBee____05_20_00.wav,Hive3_28_07_2017,Active,Hive3,
669,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____05_30_00.wav,Hive3_28_07_2017_QueenBee____05_30_00.wav,Hive3_28_07_2017,Active,Hive3,
670,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____05_40_00.wav,Hive3_28_07_2017_QueenBee____05_40_00.wav,Hive3_28_07_2017,Active,Hive3,
671,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____05_50_00.wav,Hive3_28_07_2017_QueenBee____05_50_00.wav,Hive3_28_07_2017,Active,Hive3,
672,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____06_00_00.wav,Hive3_28_07_2017_QueenBee____06_00_00.wav,Hive3_28_07_2017,Active,Hive3,
673,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____06_10_00.wav,Hive3_28_07_2017_QueenBee____06_10_00.wav,Hive3_28_07_2017,Active,Hive3,
674,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____06_20_00.wav,Hive3_28_07_2017_QueenBee____06_20_00.wav,Hive3_28_07_2017,Active,Hive3,
675,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____06_30_00.wav,Hive3_28_07_2017_QueenBee____06_30_00.wav,Hive3_28_07_2017,Active,Hive3,
676,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____06_40_00.wav,Hive3_28_07_2017_QueenBee____06_40_00.wav,Hive3_28_07_2017,Active,Hive3,
677,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____06_50_00.wav,Hive3_28_07_2017_QueenBee____06_50_00.wav,Hive3_28_07_2017,Active,Hive3,
678,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____07_00_00.wav,Hive3_28_07_2017_QueenBee____07_00_00.wav,Hive3_28_07_2017,Active,Hive3,
